name,gender,attributes,colour,price,category,desc
Plus Dsgn Studio Oversized T-shirt,female,50% Polyester. 50% Cotton. Machine Wash. Model wears a UK size 16.,green,£12.00,NEW IN,"Introducing your new fave top from our latest collection of plus size tops. Chic, versatile, and the perfect addition to your new-season wardrobe, this style is everything you’ve been scrolling for. Pair with your fave jeans and chunky trainers for off-duty days or go all-out with wide leg trousers and statement heels. Want more? From wardrobe essentials like plus size shirts, to stand-out styles from our plus size party tops edit, find your everyday 'fits right here."
Petite Half Zip Oversized Sweater,female,"57% Recycled Polyester, 43% Cotton, Machine Wash. Model Wears Size M",sage,£15.00,NEW IN,Steal the style top spot in a statement separate from the tops collection
Basic Woven Single Breasted Plunge Lapel Blazer,female,90% Polyester and 10% Elastane. Machine washable. Model Wears UK Size 10.,ivory,£16.50,COATS & JACKETS,"A menswear classic with a feminine edge, add a touch of soft tailoring to your wardrobe with a blazer. Resembling a suit jacket but cut more casually for an effortlessly chic look, blazers are the trans-seasonal piece you need. Featuring lapels and button detailing, we've got blazers for women who wanna bring a new kinda energy to their outfits. Team a double-breasted blazer with some heel boots, or get on board with the oversized trend and go for longline pieces for an edgy vibe."
Stripe Polo Collar Jumper,female,100% acrylic. Machine wash. Model wears UK size S.,ivory,£15.00,KNITWEAR,"Warm, cosy, and perfect for transitional dressing, jumpers are a key piece for your casual wardrobe, and this style is no exception. A pullover garment that's perfect for layering, our latest drop of women's jumpers boasts on-trend details like fringe trims, statement sleeves and vibrant colours. Try knitted pieces with v-neck shapes and fluted sleeves, or keep things classic in a black jumper. Get on board with street style and try a long jumper styled with chunky trainers and an oversized coat."
Plus Essential Beach Tunic,female,100% Polyester. Machine Wash. Model wears a UK size 16.,white,£7.50,PLUS SIZE SWIMWEAR,"Show off those killer curves with this plus size swimwear piece from our latest collection. Curve enhancing, silhouette smoothing, and perfect for poolside lounging, this style is guaranteed to make you feel like the best version of yourself. Pair with a floaty kimono and some oversized sunnies and prepare to cause a storm. Need more inspo? Choose a plus size swimsuit for sunset loving nights at the beach or a plus size bikini to snatch that tan. Available in a range of prints, colours, and silhouettes, from high waisted to one pieces, grab yourself some dreamy curve swimwear that makes you feel confidently you."
Plus Puff Sleeve Smock Dress,female,100% Polyester. Machine wash. Model wears UK size 16.,hot pink,£16.50,PLUS SIZE DRESSES,"Capture your everyday style with this plus size smock dress from our updated collection. Featuring a lightweight, breezy fabric in a 1920s style, this loose fitting, free moving dress is made with extra fabric for the perfect fit. Loved for its ‘throw on and go’ vibe and seriously flattering fit, the smock dress has become a must-have shape in every curve girl’s collection. Comfort is key with a plus size summer smock dress, so just team it with chunky sandals or your go-to trainers. Easy dressing never looked so good."
Basic Oversized Sweater,female,NA,taupe,£11.25,SWEATSHIRTS,"Street styling is made easier with this soft sweatshirt from our latest arrivals. Cut to a slouchy fit that's comfortable and warm, this sweater has long-sleeves and a collarless pullover design. Perfect for layering, wear this with your go-to joggers or jeans. Refresh your everyday fits with oversized, half zip and tie dye styles from our full  women's sweatshirts collection."
Puff Sleeve Button Through Midi Dress,female,Main: 100% Polyester. Lining: 100% Polyester. Model wears UK size 10.,blue,£21.00,DRESSES,"Embrace your femininity with this floral dress from our latest collection. Complete with a bold floral print that's sure to make you stand out from the crowd this season, this style is bold, feminine, and the perfect addition to your warm weather wardrobe. From floral midi dresses to maxi styles, just pair with barely-there heels and your go-to look is sorted. If you’re keeping things casual, swap out the heels for flat sandals and you’re good to go. Versatility points = secured."
Basic Woven Ruched Sleeve Plunge Lapel Blazer,female,90% Polyester and 10% Elastane. Machine washable. Model Wears UK Size 10.,bright green,£15.00,COATS & JACKETS,"A menswear classic with a feminine edge, add a touch of soft tailoring to your wardrobe with a blazer. Resembling a suit jacket but cut more casually for an effortlessly chic look, blazers are the trans-seasonal piece you need. Featuring lapels and button detailing, we've got blazers for women who wanna bring a new kinda energy to their outfits. Team a double-breasted blazer with some heel boots, or get on board with the oversized trend and go for longline pieces for an edgy vibe."
Tonal Embroidered Sweatshirt Short Tracksuit,female,"70% Cotton, 30% Polyester. Machine wash. Model wears UK size M.",stone,£30.00,TRACKSUITS,"This tracksuit is perfect for a head to toe refresh. Complete with matching hoodie and joggers, it's about to become your ultimate winter fit (just wear it with your go-to trainers). We've come through with our latest collection of  women's tracksuits girl, go take a look."
Plus Soft Rib Ruffle Wide Sleeve Smock Dress,female,100% Polyester. Machine Wash. Model wears a UK size 16.,rose,£11.25,PLUS SIZE DRESSES,"Capture your everyday style with this plus size smock dress from our updated collection. Featuring a lightweight, breezy fabric in a 1920s style, this loose fitting, free moving dress is made with extra fabric for the perfect fit. Loved for its ‘throw on and go’ vibe and seriously flattering fit, the smock dress has become a must-have shape in every curve girl’s collection. Comfort is key with a plus size summer smock dress, so just team it with chunky sandals or your go-to trainers. Easy dressing never looked so good."
Embroidered Detailing Platform Slip On Cosy Mules,female,Upper: synthetic suede Lining: synthetic material Outer: synthetic materials,chestnut,£21.00,SHOES,"Designed with an open back and no straps around the heel, mules are our favourite game-changer. Loved for their slip on design, you can boost basic outfits with these mule shoes. From pointed toe details to fringe trims and buckle finishes in flat or heel designs, our full collection of mule shoes has your day-to-night shoe-drobe covered. Team with short hems and shredded mom jeans - it's over to you."
Contrast Teddy Trim Aviator,female,NA,black,£37.50,COATS & JACKETS,"Take your outfit to new style heights with an aviator jacket. Perfect for layering, create a stylish oversized silhouette as you choose from crop belted jackets to faux fur lined options. A cross between a classic flight jacket and a leather biker, it's all about the detailing with this snug winter staple. Pair your aviator coat with high waisted mom jeans and a fierce attitude as you stroll your way through your social calendar."
Petite Slinky Collar Detail Ruched Midi Dress,female,95% Polyester 5% Elastane. Machine Wash. Model Wears Size 10.,stone,£15.00,PETITE DRESSES,"Specifically designed to fit those 5’3’’ and under, boohoo’s range of petite maxi dresses is here to elevate your wardrobe this season. From floral designs to daring thigh splits, our collection of petite long dresses has you covered. Whether you’re heading abroad or enjoying a staycation, just pair with barely-there heels and a cute clutch and get ready to turn some serious heads. PSA: if you’re feeling more casual, this one would look just as good with chunky trainers and an oversized beach bag."
Petite Cuff Hem High Waist Cargo Trouser,female,NA,black,£18.75,PETITE TROUSERS,"Elevate your look this season with our collection of petite trousers. From petite joggers to petite leather trousers, our trousers for petite women have been cut slightly shorter on the leg to guarantee the perfect fit. Designed to fit all you pocket rockets 160cm and under, we’ve got petite wide leg trousers practically begging to be taken on holiday, and petite flared trousers sitting pretty until their big night out. We’ve sorted the trousers, you just need to choose the rest."
